Website Primary SKU,Website Variation SKU,Till SKU (8 digit),Name,Long Description,Colour/Style,Colour - for filtering,Dimensions  H x W x D (mm),Additional Search Keywords,Cost Price,Selling Price,Stock,VAT,Matches,Inactive,Weight,Category,Attributes,Sub Category,Category 2,Sub Category 2,Manufacturer,Gift Finder,,
10525,115,10525115,Tudor Rose,"The Wars of the Roses ended in 1485 when, after 30 years of conflict, Lancastrian Henry Tudor (red rose) defeated the Yorkist King Richard III, (white rose), at the Battle of Bosworth Field. Combining both red and white roses, the Tudor Rose represented the unification of England when Henry Tudor was crowned King Henry VII of England in Westminster Abbey.  The emblem can be seen on buildings all around the country including historic houses, churches and castles. Suitable for outdoor use.",Terracotta,,110 x 5,"History, England, war, peace, gardens",5.5,13.25,,S,,,175,Home,,Decorative,,,Black Dog Of Wells,Unisex,,
10525,116,10525116,Happy Hen,"Staffordshire pottery hens, sitting proudly on their basket weave nests, were very popular in 19th century Britain and were exported all over the world. These painted pottery hens were often found in the Victorian kitchen with eggs stored in the dish beneath the hen. This terracotta Happy Hen is based upon a typical example. Fixing Points: Two holes: located on either side in the hatched area between the hen and basket. Suitable for outdoor use.",Terracotta,"Cookery, Recipe, Food, Animals, Fowl, Farm, ",100 x 105 x 5,,5.5,13.25,,S,,,175,Home,,Decorative,,,Black Dog Of Wells,Unisex,,
10525,117,10525117,Hunting Dog - Faithful Friend,"This hunting dog with the characteristics of a greyhound is woven into the tapestry known as The Lady and the Unicorn (in the Cluny Museum.) The background of late 15th and early 16th century French & Flemish tapestries such as this were often filled with many hundreds of tiny flowers. This came to be known as mille-fleurs or thousand flowers. This tile, along with others in our range with the same flower background, is designed to fit against itself top to bottom and side to side. This means that it can form part of a larger decorative panel. Fixing Points: One hole: towards the top and left of the dog's collar",Terracotta,"Canine, woofs, teeth, pets, tiles,garden",105 x 105 x 5,,5.5,13.25,,S,,,175,Home,,Decorative,,,Black Dog Of Wells,Unisex,,
10525,118,10525118,Nautical Blessing,This mariner's benediction was given to the captain and crew of a ship when leaving dock to wish them good fortune and a safe journey. The design is based on a 19th century clipper in full sail from a stone carving found in the museum associated with the ruined Carmelite church in Lisbon. The church is kept unrestored as a memorial to the devastating earthquake of 1755. An ideal gift to give to a sailor or fisherman. This nautical blessing could also be given at a farewell ceremony or as retirement present. Fixing Points: One hole: under the top rigging between the two tall masts,Terracotta,"Coast, Boats, Ships, hobbies, Sailors, Mariners",88 x 112 x 5,,5.5,13.25,,S,,,175,Home,,Decorative,,,Black Dog Of Wells,Unisex,,
10525,119,10525119,Good Men,"This decorative ceramic tile is based on carvings on Brasenose College, Oxford, showing a carpenter, a mason and plumbers at work. They hold the tools of their trades and are the inspiration for the text that runs beneath: ""Good Men are hard to find."" Originally an English proverb, the words reappear in other contexts. Here in the form of a song from 1918: ""A good man is hard to find, you always get the other kind!"" And more recently the phrase appeared in the film Forest Gump. Sutable for outdoor use. Fixing Points: One hole: at the top of the tile",Terracotta,,105 x 102 x 5,,5.5,13.25,,S,,,175,Home,,Decorative,,,Black Dog Of Wells,Unisex,,
10525,120,10525120,Welcome Baby 2014,"In past centuries, children were often told that storks delivered babies. Why do we associate storks with newly born babies? Storks have been revered in Europe since the middle Ages. Their association with babies originates many centuries ago in legend and lore native to northern Germany. One legend tells us that the souls of unborn children live in watery areas such as marshes, wells, springs and ponds. Since storks often visit these places, they were believed to fetch babies' souls and deliver them to their parents. Another answer might be that the legend grew because storks, symbols of happiness and good luck, arrived in Northern Europe in time for spring. In any event, this charming tile shows a stork (based on an 18th century wood engraving of Thomas Bewick) carrying a new born baby wrapped in a traditional shawl. Fixing Points: One hole: just behind the neck of the stork. Suitable for outdoor use.",Terracotta,,98 x 98 x 5,,5.5,13.25,,S,,,175,Home,,Decorative,,,Black Dog Of Wells,Unisex,,
10526,100,10526100,Bottoms Frame -Small,"Superb hand made Decoupage frame. Frames are covered in their entirety by overlapping three layers of images, the final layer being individually cut pieces. The products are then finished with numerous coats of varnish to give a smooth and durable surface. Each piece is unique.",Sepia,Brown,145 x 145 x 13,"Art, nudes, risque, burlesque, victoriana, vintage, women",15,30,,S,,,174,Home,,Decorative,,,Jo Verity,Unisex,,
10527,100,10527100,Bottoms Frame - Medium,"Superb hand made Decoupage frame. Frames are covered in their entirety by overlapping three layers of images, the final layer being individually cut pieces. The products are then finished with numerous coats of varnish to give a smooth and durable surface. Each piece is unique.",Sepia,Brown,181 x 181 x 13,"Art, nudes, risque, burlesque, victoriana, vintage, women",19.5,39,,S,,,261,Home,,Decorative,,,Jo Verity,Unisex,,
10528,100,10528100,Horror Frame - Medium,"Superb hand made Decoupage frame. Frames are covered in their entirety by overlapping three layers of images, the final layer being individually cut pieces. The products are then finished with numerous coats of varnish to give a smooth and durable surface. Each piece is unique.",Multi Colour,Multi,182 x 144 x 13,"Horror, science fiction, Hollywood, films, monsters, aliens",19,38,,S,,,204,Home,,Decorative,,,Jo Verity,Unisex,,
10529,100,10529100,Apple Chopping Board,Handmade solid oak pear shaped serving board. Perfect for cheese and fruit platters. This serving board makes an idea gift. Lovingly hand made in solid oak sourced from sustainable forests and finished with Danish oil.,Oak,,270 x 170 x 20,"Food, kitchen, home, oven, cooking, cake, goodness",9.25,22,,S,,,422,Home,,Decorative,,,Hop & Peck,Unisex,,
10530,100,10530100,Lovebirds,"These sweet little love birds decorate any room. Finished with a duck egg blue, gold and white stripped ribbon. Two little love birds make a lovely little gift for a special couple. Lovingly handmade in solid oak sourced sourced from sustainable forests and finished with Danish oil. ",Oak,,,"Food, kitchen, home, oven, cooking, cake, goodness",4.15,10,,S,,X,,Home,,Decorative,,,Hop & Peck,Unisex,,
10531,100,10531100,Gonzo Bear,,Red Hair,,,,30,69,,S,,X,814,Baby/Child/Toys,,Teddy Bears & Friends,,,Canterbury Bears,Baby/Children,,
10531,101,10531101,Gonzo Bear,"Hand made. A truly fine, slightly different bear. Crazy, but loveable gonzo, with maribou hair, a soft veleveteen body and sequined bow tie. He is made from soft fine cotton, lined with 100% natural organic cotton, and has full movement in arms, legs and head. Hand stamped wooden joints, and handstitched features.",Blue Hair,,450 x 290 x 160,"Patriotic, warm, fun, toys, teddy bear, colourful",30,69,,S,,X,814,Baby/Child/Toys,,Teddy Bears & Friends,,,Canterbury Bears,Baby/Children,,
10531,102,10531102,Gonzo Bear,"Hand made. A truly fine, slightly different bear. Crazy, but loveable gonzo, with maribou hair, a soft veleveteen body and cotton tail jacket. He is made from soft fine cotton, lined with 100% natural organic cotton, and has full movement in arms, legs and head. Hand stamped wooden joints, and handstitched features.",White Hair,,450 x 290 x 160,"Patriotic, warm, fun, toys, teddy bear, colourful",30,69,,S,,X,951,Baby/Child/Toys,,Teddy Bears & Friends,,,Canterbury Bears,Baby/Children,,
10532,100,10532100,Gonzo Standing Bear,,Red Hair,,,,25,59,,S,,X,370,Baby/Child/Toys,,Teddy Bears & Friends,,,Canterbury Bears,Baby/Children,,
10532,101,10532101,Gonzo Standing Bear,,Blue Hair,,,,25,59,,S,,X,370,Baby/Child/Toys,,Teddy Bears & Friends,,,Canterbury Bears,Baby/Children,,
10532,102,10532102,Gonzo Standing Bear,,White Hair,,,,25,59,,S,,X,364,Baby/Child/Toys,,Teddy Bears & Friends,,,Canterbury Bears,Baby/Children,,
10533,100,10533100,Recycled 3 Pencils,I used to be..landfilled. HB Pencils made from UK recycled CD cases. 3 pencils supplied in recycled and recyclable card packaging.,Black,Black,220 x 75 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.68,1.5,,S,,,49,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10533,101,10533101,Recycled 3 Pencils,I used to be..landfilled. HB Pencils made from UK recycled CD cases. 3 pencils supplied in recycled and recyclable card packaging.,Dark Blue,Blue,220 x 75 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.68,1.5,,S,,,49,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10533,102,10533102,Recycled 3 Pencils,I used to be..landfilled. HB Pencils made from UK recycled CD cases. 3 pencils supplied in recycled and recyclable card packaging.,Bright Green,Green,220 x 75 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.68,1.5,,S,,,49,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10533,103,10533103,Recycled 3 Pencils,I used to be..landfilled. HB Pencils made from UK recycled CD cases. 3 pencils supplied in recycled and recyclable card packaging.,Light Blue ,Blue,220 x 75 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.68,1.5,,S,,,49,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10533,104,10533104,Recycled 3 Pencils,I used to be..landfilled. HB Pencils made from UK recycled CD cases. 3 pencils supplied in recycled and recyclable card packaging.,Lime Green,Green,220 x 75 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.68,1.5,,S,,,49,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10533,105,10533105,Recycled 3 Pencils,I used to be..landfilled. HB Pencils made from UK recycled CD cases. 3 pencils supplied in recycled and recyclable card packaging.,Orange,Orange,220 x 75 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.68,1.5,,S,,,50,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10533,106,10533106,Recycled 3 Pencils,I used to be..landfilled. HB Pencils made from UK recycled CD cases. 3 pencils supplied in recycled and recyclable card packaging.,Pink,Pink,220 x 75 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.68,1.5,,S,,,50,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10533,107,10533107,Recycled 3 Pencils,I used to be..landfilled. HB Pencils made from UK recycled CD cases. 3 pencils supplied in recycled and recyclable card packaging.,Purple,Purple,220 x 75 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.68,1.5,,S,,,49,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10533,108,10533108,Recycled 3 Pencils,I used to be..landfilled. HB Pencils made from UK recycled CD cases. 3 pencils supplied in recycled and recyclable card packaging.,Red,Red,220 x 75 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.68,1.5,,S,,,49,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10533,109,10533109,Recycled 3 Pencils,I used to be..landfilled. HB Pencils made from UK recycled CD cases. 3 pencils supplied in recycled and recyclable card packaging.,Yellow,Yellow,220 x 75 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.68,1.5,,S,,,49,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10534,100,10534100,Bio Cob Pen,"I used to be..corn on the cob. Frosted click action Corn pen containing black ink, made from biodegradable corn starch. 1 Pen supplied in recycled and recyclable card packaging.",Black,Black,180 x 75 x 13,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.79,1.75,,S,,,31,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10534,101,10534101,Bio Cob Pen,"I used to be..corn on the cob. Frosted click action Corn pen containing black ink, made from biodegradable corn starch. 1 Pen supplied in recycled and recyclable card packaging.",Blue,Blue,180 x 75 x 13,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.79,1.75,,S,,,31,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10534,102,10534102,Bio Cob Pen,"I used to be..corn on the cob. Frosted click action Corn pen containing black ink, made from biodegradable corn starch. 1 Pen supplied in recycled and recyclable card packaging.",Green,Green,180 x 75 x 13,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.79,1.75,,S,,,31,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10534,103,10534103,Bio Cob Pen,"I used to be..corn on the cob. Frosted click action Corn pen containing black ink, made from biodegradable corn starch. 1 Pen supplied in recycled and recyclable card packaging.",Orange,Orange,180 x 75 x 13,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.79,1.75,,S,,,31,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10534,104,10534104,Bio Cob Pen,"I used to be..corn on the cob. Frosted click action Corn pen containing black ink, made from biodegradable corn starch. 1 Pen supplied in recycled and recyclable card packaging.",Purple,Purple,180 x 75 x 13,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.79,1.75,,S,,,31,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10534,105,10534105,Bio Cob Pen,"I used to be..corn on the cob. Frosted click action Corn pen containing black ink, made from biodegradable corn starch. 1 Pen supplied in recycled and recyclable card packaging.",Red,Red,180 x 75 x 13,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.79,1.75,,S,,,31,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10534,106,10534106,Bio Cob Pen,"I used to be..corn on the cob. Frosted click action Corn pen containing black ink, made from biodegradable corn starch. 1 Pen supplied in recycled and recyclable card packaging.",Yellow,Yellow,180 x 75 x 13,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.79,1.75,,S,,,31,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10534,107,10534107,Bio Cob Pen,"I used to be..corn on the cob. Frosted click action Corn pen containing black ink, made from biodegradable corn starch. 1 Pen supplied in recycled and recyclable card packaging.",Clear,Clear,180 x 75 x 13,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",0.79,1.75,,S,,,31,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10535,100,10535100,Recycled Coloured Pencils,I used to be..landfilled. Colouring Pencils made from UK recycled CD cases or coat hangers. 10 assorted colouring pencils packed in recycled drinks bottles and recycled card.,Assorted,Assorted,183 x 77 x 80,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",1.35,3,,S,,,102,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10536,100,10536100,FSC Wooden Colouring Pencils,I used to be..Illegally Cut Down. Now I am Renewable. Colouring pencils made from FSC pure timber under Chain of Custody: TT-COC-002320. 10 assorted colouring pencils packed in recycled drinks bottles and recycled card.,Assorted,Assorted,183 x 77 x 80,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, writing instruments",1.35,3,,S,,,70,Stationery/Games,,Pens/Pencils,Recycled,Stationery,Remarkable,Unisex,,
10537,100,10537100,A5 Recycled Packaging Notepad,I Used to be..Rubbish. Wiro Bound Notepads with coloured covers made from recycled packaging. Pads contain 50 sheets of 100% recycled lined paper.,Black,Black,210 x 168 x 17,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive",1.35,3,,S,,,198,Stationery/Games,,Notebooks,Recycled,Stationery,Remarkable,Unisex,,
10537,101,10537101,A5 Recycled Packaging Notepad,I Used to be..Rubbish. Wiro Bound Notepads with coloured covers made from recycled packaging. Pads contain 50 sheets of 100% recycled lined paper.,Light Blue,Blue,210 x 168 x 17,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive",1.35,3,,S,,,198,Stationery/Games,,Notebooks,Recycled,Stationery,Remarkable,Unisex,,
10537,102,10537102,A5 Recycled Packaging Notepad,I Used to be..Rubbish. Wiro Bound Notepads with coloured covers made from recycled packaging. Pads contain 50 sheets of 100% recycled lined paper.,Pink,Pink,210 x 168 x 17,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive",1.35,3,,S,,,187,Stationery/Games,,Notebooks,Recycled,Stationery,Remarkable,Unisex,,
10537,103,10537103,A5 Recycled Packaging Notepad,I Used to be..Rubbish. Wiro Bound Notepads with coloured covers made from recycled packaging. Pads contain 50 sheets of 100% recycled lined paper.,Purple,Purple,210 x 168 x 17,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive",1.35,3,,S,,,187,Stationery/Games,,Notebooks,Recycled,Stationery,Remarkable,Unisex,,
10537,104,10537104,A5 Recycled Packaging Notepad,I Used to be..Rubbish. Wiro Bound Notepads with coloured covers made from recycled packaging. Pads contain 50 sheets of 100% recycled lined paper.,Dark Blue,Blue,210 x 168 x 17,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive",1.35,3,,S,,,187,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10537,105,10537105,A5 Recycled Packaging Notepad,I Used to be..Rubbish. Wiro Bound Notepads with coloured covers made from recycled packaging. Pads contain 50 sheets of 100% recycled lined paper.,Bright Green,Green,210 x 168 x 17,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive",1.35,3,,S,,,195,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10537,106,10537106,A5 Recycled Packaging Notepad,I Used to be..Rubbish. Wiro Bound Notepads with coloured covers made from recycled packaging. Pads contain 50 sheets of 100% recycled lined paper.,Lime Green,Green,210 x 168 x 17,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive",1.35,3,,S,,,195,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10537,107,10537107,A5 Recycled Packaging Notepad,I Used to be..Rubbish. Wiro Bound Notepads with coloured covers made from recycled packaging. Pads contain 50 sheets of 100% recycled lined paper.,Orange,Orange,210 x 168 x 17,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive",1.35,3,,S,,,199,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10537,108,10537108,A5 Recycled Packaging Notepad,I Used to be..Rubbish. Wiro Bound Notepads with coloured covers made from recycled packaging. Pads contain 50 sheets of 100% recycled lined paper.,Red,Red,210 x 168 x 17,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive",1.35,3,,S,,,199,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10537,109,10537109,A5 Recycled Packaging Notepad,I Used to be..Rubbish. Wiro Bound Notepads with coloured covers made from recycled packaging. Pads contain 50 sheets of 100% recycled lined paper.,Yellow,Yellow,210 x 168 x 7,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive",1.35,3,,S,,,199,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10538,100,10538100,A5 Recycled Tyre Notepad,"I Used to be..a car tyre. Wiro Bound Notepads with colour printed black covers made from UK recycled tyres, in the UK. Pads contain 50 sheets of 100% recycled lined paper.",Blue Print,Blue,210 x 157 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, rubber",1.58,3.5,,S,,,219,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10538,101,10538101,A5 Recycled Tyre Notepad,"I Used to be..a car tyre. Wiro Bound Notepads with colour printed black covers made from UK recycled tyres, in the UK. Pads contain 50 sheets of 100% recycled lined paper.",Green Print,Green,210 x 157 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, rubber",1.58,3.5,,S,,,219,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10538,102,10538102,A5 Recycled Tyre Notepad,"I Used to be..a car tyre. Wiro Bound Notepads with colour printed black covers made from UK recycled tyres, in the UK. Pads contain 50 sheets of 100% recycled lined paper.",Pink Print,Pink,210 x 157 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, rubber",1.58,3.5,,S,,,220,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10538,103,10538103,A5 Recycled Tyre Notepad,"I Used to be..a car tyre. Wiro Bound Notepads with colour printed black covers made from UK recycled tyres, in the UK. Pads contain 50 sheets of 100% recycled lined paper.",Purple Print,Purple,210 x 157 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, rubber",1.58,3.5,,S,,,222,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10538,104,10538104,A5 Recycled Tyre Notepad,"I Used to be..a car tyre. Wiro Bound Notepads with colour printed black covers made from UK recycled tyres, in the UK. Pads contain 50 sheets of 100% recycled lined paper.",Grey Print,Grey,210 x 157 x 8,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, rubber",1.58,3.5,,S,,,222,Stationery/Games,,Notes/Books,Recycled,Stationery,Remarkable,Unisex,,
10539,100,10539100,Recycled Tyre Pencil Case,I Used to be..A Car Tyre. Black pencil cases with coloured print and zips. Made from UK recycled tyres in the UK.,Blue Print,Blue,120 x 210 x 10,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, rubber",2.03,4.5,,S,,,84,Stationery/Games,,Other,Recycled,Stationery,Remarkable,Unisex,,
10539,101,10539101,Recycled Tyre Pencil Case,I Used to be..A Car Tyre. Black pencil cases with coloured print and zips. Made from UK recycled tyres in the UK.,Green Print,Green,120 x 210 x 10,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, rubber",2.03,4.5,,S,,,84,Stationery/Games,,Other,Recycled,Stationery,Remarkable,Unisex,,
10539,102,10539102,Recycled Tyre Pencil Case,I Used to be..A Car Tyre. Black pencil cases with coloured print and zips. Made from UK recycled tyres in the UK.,Pink Print,Pink,120 x 210 x 10,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, rubber",2.03,4.5,,S,,,84,Stationery/Games,,Other,Recycled,Stationery,Remarkable,Unisex,,
10539,103,10539103,Recycled Tyre Pencil Case,I Used to be..A Car Tyre. Black pencil cases with coloured print and zips. Made from UK recycled tyres in the UK.,Purple Print,Purple,120 x 210 x 10,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, rubber",2.03,4.5,,S,,,88,Stationery/Games,,Other,Recycled,Stationery,Remarkable,Unisex,,
10539,104,10539104,Recycled Tyre Pencil Case,I Used to be..A Car Tyre. Black pencil cases with coloured print and zips. Made from UK recycled tyres in the UK.,Grey Print,Grey,120 x 210 x 10,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, rubber",2.03,4.5,,S,,,85,Stationery/Games,,Other,Recycled,Stationery,Remarkable,Unisex,,
10540,100,10540100,15cm Recycled Ruler,I used to be..landfilled. 15cm coloured rulers made from recycled packaging. Rulers supplied in recycled and recyclable card packaging.,Blue,Blue,198 x 75 x 3,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, measure",0.45,1,,S,,,39,Stationery/Games,,Other,Recycled,Stationery,Remarkable,Unisex,,
10540,101,10540101,15cm Recycled Ruler,I used to be..landfilled. 15cm coloured rulers made from recycled packaging. Rulers supplied in recycled and recyclable card packaging.,White,White,198 x 75 x 3,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, measure",0.45,1,,S,,,39,Stationery/Games,,Other,Recycled,Stationery,Remarkable,Unisex,,
10540,102,10540102,15cm Recycled Ruler,I used to be..landfilled. 15cm coloured rulers made from recycled packaging. Rulers supplied in recycled and recyclable card packaging.,Pink,Pink,198 x 75 x 3,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, measure",0.45,1,,S,,,39,Stationery/Games,,Other,Recycled,Stationery,Remarkable,Unisex,,
10540,103,10540103,15cm Recycled Ruler,I used to be..landfilled. 15cm coloured rulers made from recycled packaging. Rulers supplied in recycled and recyclable card packaging.,Purple,Purple,198 x 75 x 3,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, measure",0.45,1,,S,,,37,Stationery/Games,,Other,Recycled,Stationery,Remarkable,Unisex,,
10540,104,10540104,15cm Recycled Ruler,I used to be..landfilled. 15cm coloured rulers made from recycled packaging. Rulers supplied in recycled and recyclable card packaging.,Green,Green,198 x 75 x 3,"Environmentally friendly, carbon neutral, refuse, re-useable, clean, productive, measure",0.45,1,,S,,,37,Stationery/Games,,Other,Recycled,Stationery,Remarkable,Unisex,,
10541,100,10541100,Chicken Saucepot ,Unique  pottery pieces. A charming and practical saucepot holder. Supplied in a box on a bed of straw with a compartment for the condiment of your choice. A lovely gift suitable for any kitchen.,White,White,130 x 130 x 150,"Kitchen, decoration, sauces, condiments, animals, farm.",7.5,17.95,,S,,,983,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
10542,100,10542100,Pig Saucepot,Unique  pottery pieces. A charming and practical saucepot holder. Supplied in a box on a bed of straw with a compartment for the condiment of your choice. A lovely gift suitable for any kitchen.,White,White,110 x 110x 135,"Kitchen, decoration, sauces, condiments, animals, farm.",7.5,17.95,,S,,,573,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
10543,100,10543100,Sheep Saucepot,Unique  pottery pieces. A charming and practical saucepot holder. Supplied in a box on a bed of straw with a compartment for the condiment of your choice. A lovely gift suitable for any kitchen.,White,White,110 x 110 x 125,"Kitchen, decoration, sauces, condiments, animals, farm.",7.5,17.95,,S,,,1018,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
10544,100,10544100,Cow Saucepot,Unique  pottery pieces. A charming and practical saucepot holder. Supplied in a box on a bed of straw with a compartment for the condiment of your choice. A lovely gift suitable for any kitchen.,White,White,110 x 110 x 135,"Kitchen, decoration, sauces, condiments, animals, farm.",7.5,17.95,,S,,,950,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
10544,101,10544101,Cow Saucepot,Unique  pottery pieces. A charming and practical saucepot holder. Supplied in a box on a bed of straw with a compartment for the condiment of your choice. A lovely gift suitable for any kitchen.,Anthracite,Black,110 x 110x 135,"Kitchen, decoration, sauces, condiments, animals, farm.",7.5,17.95,,S,,,543,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
10545,100,10545100,Chilli Saucepot,2 piece pot with a lovely red hot chilli pepper on the lid. May be used for keeping chillies or chilli sauce fresh. Supplied in a straw lined box with space for the condiment of your choice.,White,White,140 x 120 ,"Kitchen, decoration, sauces, condiments, flavourings",7.5,17.95,,S,,,1116,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
10546,100,10546100,Honey Pot,2 piece pot with a lovely honey bee on the lid. May be used for looking after the jars of finest honey. ,White,White,130 x 120,"Kitchen, decoration, sauces, condiments, sweetener",7.5,17.95,,S,,,1057,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
10547,100,10547100,Egg Bowl,Unique pottery piece. Beautiful bowl which will hold your finest eggs. ,Anthracite,Black,135 x 320 x 210,"Kitchen, decoration, sauces, condiments, animals, farm.",15,36,,S,,,1293,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
10547,101,10547101,Egg Bowl,Unique pottery piece. Beautiful bowl which will hold your finest eggs. ,Turquoise,Turquoise,135 x 320 x 210,"Kitchen, decoration, sauces, condiments, animals, farm.",15,36,,S,,,1293,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
10547,102,10547102,Egg Bowl,Unique pottery piece. Beautiful bowl which will hold your finest eggs. ,Natural,Natural,135 x 320 x 210,"Kitchen, decoration, sauces, condiments, animals, farm.",15,36,,S,,,1293,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
10548,100,10548100,Duck Bowl,Unique pottery piece. Beautiful bowl which will hold your finest eggs. ,Natural,Natural,120 x 285 x 190,"Kitchen, decoration, sauces, condiments, animals, farm.",15,36,,S,,,1115,Kitchen,,Ceramics,,,John Hermanson,Unisex,,
